"year" "age" "f" "m"
"1" 2019 0 0.00354536900035802 0.00429943223525534
"2" 2019 1 0.000236809268350441 0.000227644056905251
"3" 2019 2 0.000149723451976937 0.00013679164956771
"4" 2019 3 9.68316126735493e-05 8.92866805917813e-05
"5" 2019 4 7.70301730040626e-05 7.31095099225851e-05
"6" 2019 5 8.7572600510746e-05 8.05747666689049e-05
"7" 2019 6 9.11806232886364e-05 0.000105035121118624
"8" 2019 7 5.61979667040428e-05 5.36335449730044e-05
"9" 2019 8 5.19527394132622e-05 4.94204798468485e-05
"10" 2019 9 4.99993055652005e-05 5.03276595519249e-05
"11" 2019 10 7.33922164731653e-05 7.25285883519087e-05
"12" 2019 11 4.75943838627042e-05 7.97698374290713e-05
"13" 2019 12 3.76480945720136e-05 0.000117919677503394
"14" 2019 13 9.41533699550712e-05 0.000142916791602097
"15" 2019 14 0.000104206254827202 0.000105166601424423
"16" 2019 15 9.34824066110758e-05 0.000133387083387676
"17" 2019 16 0.000128509927391891 0.000200395933784325
"18" 2019 17 0.000162954030667949 0.000254953156197205
"19" 2019 18 0.000238814224529363 0.000348740510234193
"20" 2019 19 0.000201007473823345 0.00042088747129662
"21" 2019 20 0.000171528082635834 0.00055438305673644
"22" 2019 21 0.000200531695466838 0.000527411967946269
"23" 2019 22 0.000250535485185369 0.000498659851648694
"24" 2019 23 0.000207695103587933 0.000466780369577205
"25" 2019 24 0.000252019543709132 0.000533323714612555
"26" 2019 25 0.00022565012161492 0.000555449004550697
"27" 2019 26 0.00028078933000546 0.000573273919791719
"28" 2019 27 0.000302517394750198 0.000626118726842815
"29" 2019 28 0.000290995896464646 0.000653538649417063
"30" 2019 29 0.000323493123890343 0.00069868826130941
"31" 2019 30 0.000385866269775646 0.000775314770365636
"32" 2019 31 0.000406157845246476 0.000780902486037661
"33" 2019 32 0.000405263421223795 0.000815664856350935
"34" 2019 33 0.000448241840245606 0.000887046860630906
"35" 2019 34 0.000550463765722621 0.000863707464290467
"36" 2019 35 0.000553284906030806 0.000985433733471294
"37" 2019 36 0.000573397392178556 0.000987288976647909
"38" 2019 37 0.000753865457783534 0.00123792825713686
"39" 2019 38 0.000717692505275669 0.00123622392580605
"40" 2019 39 0.000764693305160422 0.00131985512287954
"41" 2019 40 0.000897531393858358 0.00147503581471852
"42" 2019 41 0.000893892676303358 0.00142925743966857
"43" 2019 42 0.00105346250448511 0.00155275917801893
"44" 2019 43 0.00106783266500122 0.00170204273638295
"45" 2019 44 0.00126132292626919 0.00197063887832912
"46" 2019 45 0.00144543874750296 0.00225663972843173
"47" 2019 46 0.00155846989425782 0.0023607388531668
"48" 2019 47 0.001595914458985 0.00254485142372409
"49" 2019 48 0.00172010095097352 0.00267790530492053
"50" 2019 49 0.00188275251033668 0.00299792373525092
"51" 2019 50 0.00213169911079068 0.00335129435700443
"52" 2019 51 0.00232927296333141 0.00357234114865653
"53" 2019 52 0.00248571074151471 0.00369125063957313
"54" 2019 53 0.00247360066913155 0.00409466833922903
"55" 2019 54 0.0028288710555595 0.00439030468274735
"56" 2019 55 0.00310271271896749 0.00468426245683276
"57" 2019 56 0.00339130285414208 0.0054151533239582
"58" 2019 57 0.00367892387070131 0.00553241410675156
"59" 2019 58 0.00398705968056524 0.00614624187395906
"60" 2019 59 0.00439121865165358 0.00676597600258823
"61" 2019 60 0.00486411709580972 0.00736751885167133
"62" 2019 61 0.00513511430553217 0.00787324866712719
"63" 2019 62 0.00623045565399016 0.00900359774278603
"64" 2019 63 0.0064196449769824 0.00967209700930687
"65" 2019 64 0.00691984092026224 0.0106020889893411
"66" 2019 65 0.00766510931112409 0.0118087499580297
"67" 2019 66 0.00805323599244101 0.0127091486779485
"68" 2019 67 0.00896404095381909 0.014024703609846
"69" 2019 68 0.00993310760591296 0.0153846153846154
"70" 2019 69 0.0107528274334707 0.0169130232379059
"71" 2019 70 0.0122818892183126 0.0179010106954433
"72" 2019 71 0.0128422151614178 0.0202584050307555
"73" 2019 72 0.0141513535650471 0.0207695061061802
"74" 2019 73 0.0169857723206966 0.024581801305108
"75" 2019 74 0.0186168605529536 0.0273058810736661
"76" 2019 75 0.0198492558442055 0.0302095757369228
"77" 2019 76 0.0226658958582814 0.033654388272881
"78" 2019 77 0.0260768973463168 0.0367947405291804
"79" 2019 78 0.029886182586873 0.0435893804001749
"80" 2019 79 0.0342448665794337 0.0475030820524344
"81" 2019 80 0.0380625178938601 0.0536090937796022
"82" 2019 81 0.0423501585882917 0.0591216783968917
"83" 2019 82 0.0478055147658672 0.0661219906774715
"84" 2019 83 0.0549960882491003 0.0746352779729134
"85" 2019 84 0.0626075993981212 0.0849311589602191
"86" 2019 85 0.0721357850070721 0.095937280255245
"87" 2019 86 0.0823035481463867 0.107888300524779
"88" 2019 87 0.0927741274551364 0.119389623057497
"89" 2019 88 0.105891053461262 0.137821358198998
"90" 2019 89 0.119940361146391 0.156042434561341
"91" 2019 90 0.137306037292998 0.165845464725644
"92" 2019 91 0.154134286602425 0.190088546129677
"93" 2019 92 0.172555555555556 0.206231988472622
"94" 2019 93 0.190254332658114 0.233931947069943
"95" 2019 94 0.211800894854586 0.264313471502591
"96" 2019 95 0.242182468694097 0.285365853658537
"97" 2019 96 0.269972067039106 0.320969855832241
"98" 2019 97 0.295881991395206 0.337476459510358
"99" 2019 98 0.332947976878613 0.378089887640449
"100" 2019 99 0.339155251141553 0.430357142857143
"101" 2019 100 0.387139107611549 0.447191011235955
"102" 2019 101 0.401702127659574 0.451020408163265
"103" 2019 102 0.459627329192547 0.487096774193548
