"year" "age" "f" "m"
"679" 2008 42 0.00111731050106168 0.00175036475964386
"680" 2008 43 0.00125117003212591 0.00197961215958127
"681" 2008 44 0.00133606082755086 0.00200362352278302
"682" 2008 45 0.00144425117874604 0.00230269680745588
"683" 2008 46 0.00167385805683678 0.00246876068213757
"684" 2008 47 0.00169104439312292 0.00279425717592351
"685" 2008 48 0.00194147792670453 0.0028821017422508
"686" 2008 49 0.00203025738424258 0.00319741778856764
"687" 2008 50 0.00252437398586685 0.00364070175438596
"688" 2008 51 0.00270713628802316 0.00385813052855221
"689" 2008 52 0.00272840312379794 0.00411418061252889
"690" 2008 53 0.0029571232514201 0.00455242326585526
"691" 2008 54 0.00356445804660369 0.00508759373930361
"692" 2008 55 0.00364525312538681 0.00559284820041144
"693" 2008 56 0.00386921426639068 0.00603571210136133
"694" 2008 57 0.004192891723637 0.00669202929799175
"695" 2008 58 0.00453551102410568 0.00696218162946938
"696" 2008 59 0.00531134559980204 0.00790180911434899
"697" 2008 60 0.00567598024593152 0.00853894808821015
"698" 2008 61 0.00611839348468216 0.00890828491682246
"699" 2008 62 0.00667407868696387 0.0105130347424002
"700" 2008 63 0.00737737737737738 0.0119418429816063
"701" 2008 64 0.00820753383630698 0.0126079392914772
"702" 2008 65 0.00888116510651001 0.0138738429125358
"703" 2008 66 0.00940858100347708 0.0154079407907377
"704" 2008 67 0.0109790508764429 0.0170935077674843
"705" 2008 68 0.011930408001114 0.0191462178950615
"706" 2008 69 0.0130882659889253 0.0208276873181243
"707" 2008 70 0.0145508487995133 0.0226253798529191
"708" 2008 71 0.0159050864397507 0.0251327904523902
"709" 2008 72 0.0177996692568949 0.0277160426155333
"710" 2008 73 0.0204305082094668 0.0311352920597956
"711" 2008 74 0.022625286801111 0.0331455087835598
"712" 2008 75 0.0249134879869074 0.0381022658725278
"713" 2008 76 0.0285938944963429 0.0421670814248446
"714" 2008 77 0.0316788752422105 0.0474165935999899
"715" 2008 78 0.0360653697789207 0.0526308661204036
"716" 2008 79 0.0410373718443391 0.0607059937001819
